date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-08-26,California,State,Lambda,0.0,0.0,0.14285714285,0.009586808551
2021-08-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-27,California,State,Delta,1279.0,98.54,1415.71428571428,98.695349068818
2021-08-27,California,State,Other,15.0,1.16,14.71428571428,1.025794243601
2021-08-27,California,State,Gamma,1.0,0.08,1.57142857142,0.10955084155
2021-08-27,California,State,Total,1298.0,100.0,1434.42857142857,100.0
2021-08-27,California,State,Lambda,0.0,0.0,0.14285714285,0.009959167414
2021-08-27,California,State,Mu,0.0,0.0,0.57142857142,0.039836669654
2021-08-27,California,State,Alpha,2.0,0.15,1.28571428571,0.089632506722
2021-08-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-27,California,State,Omicron,1.0,0.08,0.42857142857,0.029877502241
2021-08-28,California,State,Gamma,0.0,0.0,1.42857142857,0.100351229303
2021-08-28,California,State,Alpha,1.0,0.1,1.14285714285,0.080280983442
2021-08-28,California,State,Total,1039.0,100.0,1423.57142857142,100.0
2021-08-28,California,State,Omicron,0.0,0.0,0.42857142857,0.030105368791
2021-08-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-28,California,State,Lambda,0.0,0.0,0.14285714285,0.01003512293
2021-08-28,California,State,Other,1.0,0.1,13.85714285714,0.973406924235
2021-08-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-28,California,State,Delta,1037.0,99.81,1406.28571428571,98.785750125439
2021-08-28,California,State,Mu,0.0,0.0,0.28571428571,0.020070245861
2021-08-29,California,State,Lambda,0.0,0.0,0.14285714285,0.010058338363
2021-08-29,California,State,Alpha,0.0,0.0,1.14285714285,0.0804667069
2021-08-29,California,State,Total,453.0,100.0,1420.28571428571,100.0
2021-08-29,California,State,Omicron,0.0,0.0,0.28571428571,0.020116676725
2021-08-29,California,State,Mu,0.0,0.0,0.28571428571,0.020116676725
2021-08-29,California,State,Gamma,0.0,0.0,1.42857142857,0.100583383625
2021-08-29,California,State,Delta,449.0,99.12,1403.14285714285,98.7929993965
2021-08-29,California,State,Other,4.0,0.88,13.85714285714,0.975658821163
2021-08-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-30,California,State,Other,47.0,2.99,19.14285714285,1.439312567132
2021-08-30,California,State,Mu,1.0,0.06,0.42857142857,0.032223415682
2021-08-30,California,State,Lambda,0.0,0.0,0.14285714285,0.010741138561
2021-08-30,California,State,Omicron,0.0,0.0,0.28571428571,0.021482277121
2021-08-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-30,California,State,Total,1572.0,100.0,1330.0,100.0
2021-08-30,California,State,Gamma,0.0,0.0,1.14285714285,0.085929108485
2021-08-30,California,State,Delta,1524.0,96.95,1308.14285714285,98.356605800215
2021-08-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-30,California,State,Alpha,0.0,0.0,0.71428571428,0.053705692803
2021-08-31,California,State,Other,18.0,1.04,14.57142857142,1.146325016858
2021-08-31,California,State,Omicron,1.0,0.06,0.28571428571,0.022476961115
2021-08-31,California,State,Total,1732.0,100.0,1271.14285714285,100.0
2021-08-31,California,State,Alpha,3.0,0.17,1.14285714285,0.089907844459
2021-08-31,California,State,Gamma,1.0,0.06,1.0,0.078669363902
2021-08-31,California,State,Delta,1709.0,98.67,1253.71428571428,98.628905371994
2021-08-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-31,California,State,Lambda,0.0,0.0,0.14285714285,0.011238480557
2021-08-31,California,State,Mu,0.0,0.0,0.28571428571,0.022476961115
2021-08-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-01,California,State,Alpha,0.0,0.0,1.0,0.079726651481
2021-09-01,California,State,Gamma,0.0,0.0,0.57142857142,0.04555808656
2021-09-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-01,California,State,Mu,2.0,0.15,0.57142857142,0.04555808656
2021-09-01,California,State,Omicron,1.0,0.08,0.42857142857,0.03416856492
2021-09-01,California,State,Delta,1306.0,99.39,1237.28571428571,98.644646924829
2021-09-01,California,State,Other,5.0,0.38,14.42857142857,1.150341685649
2021-09-01,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-01,California,State,Total,1314.0,100.0,1254.28571428571,100.0
2021-09-02,California,State,Delta,1217.0,99.43,1217.28571428571,98.714087117702
2021-09-02,California,State,Total,1224.0,100.0,1233.14285714285,100.0
2021-09-02,California,State,Alpha,2.0,0.16,1.14285714285,0.092678405931
2021-09-02,California,State,Omicron,1.0,0.08,0.57142857142,0.046339202966
2021-09-02,California,State,Other,4.0,0.33,13.42857142857,1.088971269694
2021-09-02,California,State,Mu,0.0,0.0,0.42857142857,0.034754402224
2021-09-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-02,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-02,California,State,Gamma,0.0,0.0,0.28571428571,0.023169601483
2021-09-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-03,California,State,Alpha,1.0,0.12,1.0,0.085889570552
2021-09-03,California,State,Total,816.0,100.0,1164.28571428571,100.0
2021-09-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-03,California,State,Gamma,0.0,0.0,0.14285714285,0.01226993865
2021-09-03,California,State,Omicron,2.0,0.25,0.71428571428,0.061349693252
2021-09-03,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-03,California,State,Other,12.0,1.47,13.0,1.116564417178
2021-09-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-03,California,State,Delta,800.0,98.04,1148.85714285714,98.674846625767
2021-09-03,California,State,Mu,1.0,0.12,0.57142857142,0.049079754601
2021-09-04,California,State,Delta,999.0,97.46,1143.42857142857,98.377581120944
2021-09-04,California,State,Total,1025.0,100.0,1162.28571428571,100.0
2021-09-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-04,California,State,Alpha,1.0,0.1,1.0,0.086037364798
2021-09-04,California,State,Omicron,1.0,0.1,0.85714285714,0.073746312684
2021-09-04,California,State,Gamma,1.0,0.1,0.28571428571,0.024582104228
2021-09-04,California,State,Mu,1.0,0.1,0.71428571428,0.06145526057
2021-09-04,California,State,Other,22.0,2.15,16.0,1.376597836775
2021-09-04,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-05,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-05,California,State,Delta,607.0,95.74,1166.0,98.136347240592
2021-09-05,California,State,Other,26.0,4.1,19.14285714285,1.611157869424
2021-09-05,California,State,Omicron,0.0,0.0,0.85714285714,0.072141397138
2021-09-05,California,State,Gamma,0.0,0.0,0.28571428571,0.024047132379
2021-09-05,California,State,Alpha,0.0,0.0,1.0,0.084164963328
2021-09-05,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-05,California,State,Mu,1.0,0.16,0.85714285714,0.072141397138
2021-09-05,California,State,Total,634.0,100.0,1188.14285714285,100.0
2021-09-06,California,State,Mu,0.0,0.0,0.71428571428,0.065884833311
2021-09-06,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-06,California,State,Total,844.0,100.0,1084.14285714285,100.0
2021-09-06,California,State,Gamma,1.0,0.12,0.42857142857,0.039530899987
2021-09-06,California,State,Delta,815.0,96.56,1064.71428571428,98.207932533931
2021-09-06,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-06,California,State,Alpha,0.0,0.0,1.0,0.092238766636
2021-09-06,California,State,Other,28.0,3.32,16.42857142857,1.515351166162
2021-09-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-06,California,State,Omicron,0.0,0.0,0.85714285714,0.079061799974
2021-09-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-07,California,State,Other,78.0,4.02,25.0,2.245028864657
2021-09-07,California,State,Alpha,0.0,0.0,0.57142857142,0.051314945478
2021-09-07,California,State,Delta,1859.0,95.92,1086.14285714285,97.536882617062
2021-09-07,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-07,California,State,Total,1938.0,100.0,1113.57142857142,100.0
2021-09-07,California,State,Mu,0.0,0.0,0.71428571428,0.064143681847
2021-09-07,California,State,Omicron,1.0,0.05,0.85714285714,0.076972418217
2021-09-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-07,California,State,Gamma,0.0,0.0,0.28571428571,0.025657472739
2021-09-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-08,California,State,Alpha,1.0,0.06,0.71428571428,0.061736016792
2021-09-08,California,State,Gamma,3.0,0.19,0.71428571428,0.061736016792
2021-09-08,California,State,Mu,0.0,0.0,0.42857142857,0.037041610075
2021-09-08,California,State,Other,26.0,1.61,28.0,2.420051858254
2021-09-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-08,California,State,Total,1618.0,100.0,1157.0,100.0
2021-09-08,California,State,Omicron,2.0,0.12,1.0,0.086430423509
2021-09-08,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-08,California,State,Delta,1586.0,98.02,1126.14285714285,97.333004074577
2021-09-09,California,State,Alpha,0.0,0.0,0.42857142857,0.036005760922
2021-09-09,California,State,Omicron,1.0,0.07,1.0,0.084013442151
2021-09-09,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-09,California,State,Gamma,1.0,0.07,0.85714285714,0.072011521843
2021-09-09,California,State,Mu,0.0,0.0,0.42857142857,0.036005760922
2021-09-09,California,State,Other,7.0,0.48,28.42857142857,2.388382141143
2021-09-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-09,California,State,Total,1457.0,100.0,1190.28571428571,100.0
2021-09-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-09,California,State,Delta,1448.0,99.38,1159.14285714285,97.38358137302
2021-09-10,California,State,Delta,1368.0,99.06,1240.28571428571,97.583455097224
2021-09-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-10,California,State,Alpha,1.0,0.07,0.42857142857,0.033719231202
2021-09-10,California,State,Omicron,1.0,0.07,0.85714285714,0.067438462403
2021-09-10,California,State,Gamma,0.0,0.0,0.85714285714,0.067438462403
2021-09-10,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-10,California,State,Total,1381.0,100.0,1271.0,100.0
2021-09-10,California,State,Other,11.0,0.8,28.28571428571,2.225469259301
2021-09-10,California,State,Mu,0.0,0.0,0.28571428571,0.022479487468
2021-09-10,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-11,California,State,Delta,885.0,99.77,1224.0,97.819385774632
2021-09-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-11,California,State,Total,887.0,100.0,1251.28571428571,100.0
2021-09-11,California,State,Gamma,0.0,0.0,0.71428571428,0.057084142025
2021-09-11,California,State,Omicron,1.0,0.11,0.85714285714,0.06850097043
2021-09-11,California,State,Alpha,0.0,0.0,0.28571428571,0.02283365681
2021-09-11,California,State,Mu,0.0,0.0,0.14285714285,0.011416828405
2021-09-11,California,State,Other,1.0,0.11,25.28571428571,2.020778627697
2021-09-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-11,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-12,California,State,Other,4.0,1.18,22.14285714285,1.831069108092
2021-09-12,California,State,Gamma,0.0,0.0,0.71428571428,0.059066745422
2021-09-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-09-12,California,State,Total,340.0,100.0,1209.28571428571,100.0
2021-09-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-12,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-12,California,State,Alpha,0.0,0.0,0.28571428571,0.023626698169
2021-09-12,California,State,Delta,335.0,98.53,1185.14285714285,98.003544004725
2021-09-12,California,State,Omicron,1.0,0.29,1.0,0.082693443591
2021-09-13,California,State,Gamma,0.0,0.0,0.57142857142,0.042189642443
2021-09-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-13,California,State,Omicron,4.0,0.22,1.57142857142,0.116021516718
2021-09-13,California,State,Total,1860.0,100.0,1354.42857142857,100.0
2021-09-13,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-13,California,State,Alpha,0.0,0.0,0.28571428571,0.021094821221
2021-09-13,California,State,Other,25.0,1.34,21.71428571428,1.603206412826
2021-09-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-09-13,California,State,Delta,1831.0,98.44,1330.28571428571,98.217487606793
2021-09-14,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-14,California,State,Other,15.0,1.15,12.71428571428,1.006104453991
2021-09-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-09-14,California,State,Gamma,0.0,0.0,0.57142857142,0.045218177707
2021-09-14,California,State,Delta,1286.0,98.7,1248.42857142857,98.790413746326
2021-09-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-14,California,State,Omicron,1.0,0.08,1.57142857142,0.124349988695
2021-09-14,California,State,Total,1303.0,100.0,1263.71428571428,100.0
2021-09-14,California,State,Epsilon,1.0,0.08,0.14285714285,0.011304544427
2021-09-14,California,State,Alpha,0.0,0.0,0.28571428571,0.022609088854
2021-09-15,California,State,Delta,887.0,99.78,1148.57142857142,99.051373660219
2021-09-15,California,State,Alpha,0.0,0.0,0.14285714285,0.012319822595
2021-09-15,California,State,Omicron,0.0,0.0,1.28571428571,0.110878403351
2021-09-15,California,State,Epsilon,0.0,0.0,0.14285714285,0.012319822595
2021-09-15,California,State,Total,889.0,100.0,1159.57142857142,100.0
2021-09-15,California,State,Mu,1.0,0.11,0.14285714285,0.012319822595
2021-09-15,California,State,Gamma,0.0,0.0,0.14285714285,0.012319822595
2021-09-15,California,State,Other,1.0,0.11,9.14285714285,0.788468646051
2021-09-15,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-16,California,State,Omicron,0.0,0.0,1.14285714285,0.105694279297
2021-09-16,California,State,Alpha,0.0,0.0,0.14285714285,0.013211784912
2021-09-16,California,State,Gamma,1.0,0.11,0.14285714285,0.013211784912
2021-09-16,California,State,Epsilon,0.0,0.0,0.14285714285,0.013211784912
2021-09-16,California,State,Other,4.0,0.44,8.71428571428,0.805918879641
2021-09-16,California,State,Total,909.0,100.0,1081.28571428571,100.0
2021-09-16,California,State,Mu,0.0,0.0,0.14285714285,0.013211784912
2021-09-16,California,State,Delta,904.0,99.45,1070.85714285714,99.035539701414
2021-09-16,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-17,California,State,Other,3.0,0.27,7.57142857142,0.725034199726
2021-09-17,California,State,Mu,0.0,0.0,0.14285714285,0.013679890561
2021-09-17,California,State,Delta,1117.0,99.55,1035.0,99.110807113543
2021-09-17,California,State,Total,1122.0,100.0,1044.28571428571,100.0
2021-09-17,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-17,California,State,Gamma,0.0,0.0,0.14285714285,0.013679890561
2021-09-17,California,State,Epsilon,0.0,0.0,0.14285714285,0.013679890561
2021-09-17,California,State,Alpha,1.0,0.09,0.14285714285,0.013679890561
2021-09-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-17,California,State,Omicron,1.0,0.09,1.14285714285,0.109439124487
2021-09-18,California,State,Gamma,1.0,0.14,0.28571428571,0.028054425586
2021-09-18,California,State,Alpha,0.0,0.0,0.14285714285,0.014027212793
2021-09-18,California,State,Mu,2.0,0.28,0.42857142857,0.042081638378
2021-09-18,California,State,Epsilon,0.0,0.0,0.14285714285,0.014027212793
2021-09-18,California,State,Total,706.0,100.0,1018.42857142857,100.0
2021-09-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-18,California,State,Omicron,0.0,0.0,1.0,0.09819048955
2021-09-18,California,State,Delta,703.0,99.58,1009.0,99.074203955674
2021-09-18,California,State,Other,0.0,0.0,7.42857142857,0.729415065227
2021-09-18,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-19,California,State,Alpha,0.0,0.0,0.14285714285,0.014001680202
2021-09-19,California,State,Omicron,0.0,0.0,0.85714285714,0.08401008121
2021-09-19,California,State,Epsilon,0.0,0.0,0.14285714285,0.014001680202
2021-09-19,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-19,California,State,Delta,351.0,99.43,1011.28571428571,99.117894147298
2021-09-19,California,State,Mu,0.0,0.0,0.42857142857,0.042005040605
2021-09-19,California,State,Other,2.0,0.57,7.14285714285,0.700084010081
2021-09-19,California,State,Total,353.0,100.0,1020.28571428571,100.0
2021-09-19,California,State,Gamma,0.0,0.0,0.28571428571,0.028003360403
2021-09-20,California,State,Delta,1635.0,99.15,983.28571428571,99.307459241091
2021-09-20,California,State,Mu,2.0,0.12,0.71428571428,0.072139662386
2021-09-20,California,State,Epsilon,0.0,0.0,0.14285714285,0.014427932477
2021-09-20,California,State,Other,12.0,0.73,5.28571428571,0.533833501659
2021-09-20,California,State,Omicron,0.0,0.0,0.28571428571,0.028855864955
2021-09-20,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-20,California,State,Gamma,0.0,0.0,0.28571428571,0.028855864955
2021-09-20,California,State,Total,1649.0,100.0,990.14285714285,100.0
2021-09-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-20,California,State,Alpha,0.0,0.0,0.14285714285,0.014427932477
2021-09-21,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-21,California,State,Delta,1361.0,99.42,994.0,99.442618264971
2021-09-21,California,State,Omicron,0.0,0.0,0.14285714285,0.01429183936
2021-09-21,California,State,Gamma,0.0,0.0,0.28571428571,0.028583678719
2021-09-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-21,California,State,Alpha,0.0,0.0,0.14285714285,0.01429183936
2021-09-21,California,State,Mu,0.0,0.0,0.71428571428,0.071459196799
2021-09-21,California,State,Total,1369.0,100.0,999.57142857142,100.0
2021-09-21,California,State,Other,8.0,0.58,4.28571428571,0.428755180792
2021-09-21,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-22,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-22,California,State,Delta,837.0,99.52,986.85714285714,99.409987048496
2021-09-22,California,State,Total,841.0,100.0,992.71428571428,100.0
2021-09-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-22,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-22,California,State,Other,3.0,0.36,4.57142857142,0.460497913369
2021-09-22,California,State,Mu,0.0,0.0,0.57142857142,0.057562239171
2021-09-22,California,State,Gamma,0.0,0.0,0.28571428571,0.028781119586
2021-09-22,California,State,Alpha,0.0,0.0,0.14285714285,0.014390559793
2021-09-22,California,State,Omicron,1.0,0.12,0.28571428571,0.028781119586
2021-09-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-23,California,State,Delta,748.0,99.34,964.57142857142,99.396437509201
2021-09-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-23,California,State,Alpha,0.0,0.0,0.14285714285,0.014721036361
2021-09-23,California,State,Mu,0.0,0.0,0.57142857142,0.058884145444
2021-09-23,California,State,Total,753.0,100.0,970.42857142857,100.0
2021-09-23,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-23,California,State,Gamma,0.0,0.0,0.14285714285,0.014721036361
2021-09-23,California,State,Other,2.0,0.27,4.28571428571,0.441631090829
2021-09-23,California,State,Omicron,3.0,0.4,0.71428571428,0.073605181805
2021-09-24,California,State,Omicron,2.0,0.2,0.85714285714,0.08986071589
2021-09-24,California,State,Mu,0.0,0.0,0.57142857142,0.059907143927
2021-09-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-24,California,State,Delta,1001.0,99.5,948.0,99.385951774749
2021-09-24,California,State,Alpha,0.0,0.0,0.0,0.0
2021-09-24,California,State,Total,1006.0,100.0,953.85714285714,100.0
2021-09-24,California,State,Other,3.0,0.3,4.28571428571,0.449303579452
2021-09-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-24,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-24,California,State,Gamma,0.0,0.0,0.14285714285,0.014976785982
2021-09-25,California,State,Alpha,0.0,0.0,0.0,0.0
2021-09-25,California,State,Omicron,1.0,0.15,1.0,0.105772136597
2021-09-25,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-25,California,State,Other,0.0,0.0,4.28571428571,0.453309156845
2021-09-25,California,State,Total,647.0,100.0,945.42857142857,100.0
2021-09-25,California,State,Mu,0.0,0.0,0.28571428571,0.030220610456
2021-09-25,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-25,California,State,Delta,646.0,99.85,939.85714285714,99.410698096102
2021-09-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-26,California,State,Delta,450.0,99.34,954.0,99.404584697827
2021-09-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-26,California,State,Other,2.0,0.44,4.28571428571,0.44656147663
2021-09-26,California,State,Mu,0.0,0.0,0.28571428571,0.029770765109
2021-09-26,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-26,California,State,Alpha,0.0,0.0,0.0,0.0
2021-09-26,California,State,Omicron,1.0,0.22,1.14285714285,0.119083060435
2021-09-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-26,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-26,California,State,Total,453.0,100.0,959.71428571428,100.0
2021-09-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-27,California,State,Omicron,2.0,0.14,1.42857142857,0.153374233129
2021-09-27,California,State,Other,5.0,0.34,3.28571428571,0.352760736196
2021-09-27,California,State,Alpha,2.0,0.14,0.28571428571,0.030674846626
2021-09-27,California,State,Delta,1441.0,99.31,926.28571428571,99.447852760736
2021-09-27,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-27,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-27,California,State,Total,1451.0,100.0,931.42857142857,100.0
2021-09-27,California,State,Mu,1.0,0.07,0.14285714285,0.015337423313
2021-09-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-28,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-28,California,State,Mu,1.0,0.09,0.28571428571,0.032221685194
2021-09-28,California,State,Other,0.0,0.0,2.14285714285,0.241662638956
2021-09-28,California,State,Alpha,0.0,0.0,0.28571428571,0.032221685194
2021-09-28,California,State,Omicron,0.0,0.0,1.42857142857,0.161108425971
2021-09-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-28,California,State,Delta,1055.0,99.91,882.57142857142,99.532785564685
2021-09-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-28,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-28,California,State,Total,1056.0,100.0,886.71428571428,100.0
2021-09-29,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-29,California,State,Alpha,1.0,0.09,0.42857142857,0.046490004649
2021-09-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-29,California,State,Omicron,0.0,0.0,1.28571428571,0.139470013947
2021-09-29,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-29,California,State,Delta,1076.0,98.99,916.71428571428,99.442119944212
2021-09-29,California,State,Mu,1.0,0.09,0.42857142857,0.046490004649
2021-09-29,California,State,Total,1087.0,100.0,921.85714285714,100.0
2021-09-29,California,State,Other,9.0,0.83,3.0,0.325430032543
2021-09-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-30,California,State,Alpha,0.0,0.0,0.42857142857,0.044890019452
2021-09-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-30,California,State,Omicron,1.0,0.1,1.0,0.104743378722
2021-09-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-30,California,State,Gamma,0.0,0.0,0.0,0.0
2021-09-30,California,State,Total,983.0,100.0,954.71428571428,100.0
2021-09-30,California,State,Other,3.0,0.31,3.14285714285,0.329193475984
2021-09-30,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-30,California,State,Delta,979.0,99.59,949.71428571428,99.476283106389
2021-09-30,California,State,Mu,0.0,0.0,0.42857142857,0.044890019452
2021-10-01,California,State,Mu,0.0,0.0,0.42857142857,0.044267374945
2021-10-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-10-01,California,State,Other,5.0,0.45,3.42857142857,0.354138999557
2021-10-01,California,State,Alpha,0.0,0.0,0.42857142857,0.044267374945
2021-10-01,California,State,Gamma,0.0,0.0,0.0,0.0
2021-10-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-10-01,California,State,Total,1100.0,100.0,968.14285714285,100.0
2021-10-01,California,State,Lambda,0.0,0.0,0.0,0.0
2021-10-01,California,State,Omicron,1.0,0.09,0.85714285714,0.088534749889
2021-10-01,California,State,Delta,1094.0,99.45,963.0,99.468791500664
2021-10-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-10-02,California,State,Alpha,0.0,0.0,0.42857142857,0.044662795891
2021-10-02,California,State,Other,18.0,3.07,6.0,0.625279142474
2021-10-02,California,State,Total,587.0,100.0,959.57142857142,100.0
2021-10-02,California,State,Omicron,0.0,0.0,0.71428571428,0.074437993152
2021-10-02,California,State,Mu,0.0,0.0,0.42857142857,0.044662795891
2021-10-02,California,State,Gamma,0.0,0.0,0.0,0.0
2021-10-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-10-02,California,State,Delta,569.0,96.93,952.0,99.210957272592
2021-10-02,California,State,Lambda,0.0,0.0,0.0,0.0
2021-10-03,California,State,Omicron,0.0,0.0,0.57142857142,0.06015037594
2021-10-03,California,State,Mu,0.0,0.0,0.42857142857,0.045112781955
2021-10-03,California,State,Total,386.0,100.0,950.0,100.0
2021-10-03,California,State,Delta,375.0,97.15,941.28571428571,99.082706766917
2021-10-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-10-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-10-03,California,State,Lambda,0.0,0.0,0.0,0.0
2021-10-03,California,State,Alpha,0.0,0.0,0.42857142857,0.045112781955
2021-10-03,California,State,Other,11.0,2.85,7.28571428571,0.766917293233
2021-10-03,California,State,Gamma,0.0,0.0,0.0,0.0
2021-10-04,California,State,Lambda,0.0,0.0,0.0,0.0
2021-10-04,California,State,Delta,1444.0,98.77,941.71428571428,98.964119501576
2021-10-04,California,State,Gamma,0.0,0.0,0.0,0.0
2021-10-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-10-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-10-04,California,State,Omicron,0.0,0.0,0.28571428571,0.030025521693
2021-10-04,California,State,Alpha,0.0,0.0,0.14285714285,0.015012760847
2021-10-04,California,State,Total,1462.0,100.0,951.57142857142,100.0
2021-10-04,California,State,Other,17.0,1.16,9.0,0.945803933343
2021-10-04,California,State,Mu,1.0,0.07,0.42857142857,0.04503828254
2021-10-05,California,State,Mu,0.0,0.0,0.28571428571,0.029184298847
2021-10-05,California,State,Alpha,0.0,0.0,0.14285714285,0.014592149424
2021-10-05,California,State,Total,1248.0,100.0,979.0,100.0
2021-10-05,California,State,Delta,1234.0,98.88,967.28571428571,98.803443747264
2021-10-05,California,State,Other,14.0,1.12,11.0,1.123595505618
